"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4393_PB_Series.pdf","http://media.digikey.com/photos/Cooper%20Bussmann%20Photos/PB%20SERIES%2013.0H,16.8L.jpg","283-2790-ND","PB-5R0V474-R","Eaton Bussmann","CAP 470MF -20% +80% 5V T/H",12123,8000,"3.26000",0,1,"Bulk","PowerStor® PB","470mF","-20%, +80%","5V","1 Ohm @ 100Hz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.465"" (11.80mm)","0.681"" L x 0.354"" W (17.30mm x 9.00mm)","0.571"" (14.50mm)","-25°C ~ 70°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4393_PB_Series.pdf","http://media.digikey.com/photos/Cooper%20Bussmann%20Photos/PB%20SERIES%2013.0H,10.8L.jpg","283-2788-ND","PB-5R0V104-R","Eaton Bussmann","CAP 100MF -20% +80% 5V T/H",3641,0,"2.72000",0,1,"Bulk","PowerStor® PB","100mF","-20%, +80%","5V","4 Ohm @ 100Hz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.287"" (7.30mm)","0.445"" L x 0.236"" W (11.30mm x 6.00mm)","0.512"" (13.00mm)","-25°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ01CA223ZSB.jpg","478-6265-ND","BZ014B333ZSB","AVX Corporation","CAP 33MF -20% +80% 4.5V SMD",901,0,"12.24000",0,1,"Bulk","BestCap® BZ","33mF","-20%, +80%","4.5V","150 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","0.138"" (3.50mm)","-20°C ~ 70°C"
"http://www.vishay.com/docs/28409/196hvc.pdf","http://media.digikey.com/Photos/Vishay%20BC%20Photos/MAL219691113E3.JPG","4700PHBK-ND","MAL219691113E3","Vishay BC Components","CAP 4F -20% +80% 4.2V T/H",71,0,"7.39000",0,1,"Tray","ENYCAP™ 196HVC","4F","-20%, +80%","4.2V","7.5 Ohm @ 1kHz","1000 Hrs @ 85°C","-","Through Hole","Coin, Stacked Horizontal","-","0.295"" L x 0.276"" W (7.50mm x 7.00mm)","0.276"" (7.00mm)","-20°C ~ 70°C"
"http://www.vishay.com/docs/28409/196hvc.pdf","http://media.digikey.com/Photos/Vishay%20BC%20Photos/MAL219691203E3.JPG","4701PHBK-ND","MAL219691203E3","Vishay BC Components","CAP 15F -20% +80% 4.2V T/H",54,0,"7.08000",0,1,"Tray","ENYCAP™ 196HVC","15F","-20%, +80%","4.2V","1.8 Ohm @ 1kHz","1000 Hrs @ 85°C","-","Through Hole","Coin, Stacked Vertical","-","1.378"" L x 0.295"" W (35.00mm x 7.50mm)","0.984"" (25.00mm)","-20°C ~ 85°C"
"http://www.vishay.com/docs/28409/196hvc.pdf","http://media.digikey.com/Photos/Vishay%20BC%20Photos/MAL219691213E3.JPG","4702PHBK-ND","MAL219691213E3","Vishay BC Components","CAP 15F -20% +80% 4.2V T/H",59,0,"7.08000",0,1,"Tray","ENYCAP™ 196HVC","15F","-20%, +80%","4.2V","1.8 Ohm @ 1kHz","1000 Hrs @ 85°C","-","Through Hole","Coin, Stacked Horizontal","-","1.378"" L x 0.295"" W (35.00mm x 7.50mm)","0.295"" (7.50mm)","-20°C ~ 85°C"
"http://www.yuden.co.jp/productdata/catalog/en/capacitor03_e.pdf","http://media.digikey.com/Photos/Taiyo%20Yuden%20Photos/LIC1840R3R8107.jpg","587-3534-ND","LIC1840R3R8107","Taiyo Yuden","CAP 100F 20% 3.8V THROUGH HOLE",64,0,"41.13000",0,1,"Tray","-","100F","±20%","3.8V","100 mOhm","-","-","Through Hole","Radial, Can","0.315"" (8.00mm)","0.709"" Dia (18.00mm)","1.654"" (42.00mm)","-25°C ~ 70°C"
"http://www.yuden.co.jp/productdata/catalog/en/capacitor03_e.pdf","http://media.digikey.com/Photos/Taiyo%20Yuden%20Photos/LIC2540R3R82x7.jpg","587-3536-ND","LIC2540R3R8277","Taiyo Yuden","CAP 270F 20% 3.8V THROUGH HOLE",21,0,"56.78000",0,1,"Tray","-","270F","±20%","3.8V","50 mOhm","-","-","Through Hole","Radial, Can","0.512"" (13.00mm)","0.984"" Dia (25.00mm)","1.654"" (42.00mm)","-25°C ~ 60°C"
"http://www.yuden.co.jp/productdata/catalog/en/capacitor03_e.pdf","http://media.digikey.com/Photos/Taiyo%20Yuden%20Photos/LIC2540R3R82x7.jpg","587-3535-ND","LIC2540R3R8207","Taiyo Yuden","CAP 200F 20% 3.8V THROUGH HOLE",125,0,"50.67000",0,1,"Tray","-","200F","±20%","3.8V","50 mOhm","-","-","Through Hole","Radial, Can","0.512"" (13.00mm)","0.984"" Dia (25.00mm)","1.654"" (42.00mm)","-25°C ~ 70°C"
"http://www.yuden.co.jp/productdata/catalog/en/capacitor03_e.pdf","http://media.digikey.com/Photos/Taiyo%20Yuden%20Photos/LIC1235R3R8406.jpg","587-3533-ND","LIC1235R3R8406","Taiyo Yuden","CAP 40F 20% 3.8V THROUGH HOLE",282,0,"25.33000",0,1,"Tray","-","40F","±20%","3.8V","150 mOhm","-","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.457"" (37.00mm)","-25°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ01CA223ZSB.jpg","478-6263-ND","BZ013A144ZSB","AVX Corporation","CAP 140MF -20% +80% 3.6V SMD",55,0,"16.06000",0,1,"Bulk","BestCap® BZ","140mF","-20%, +80%","3.6V","70 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","0.228"" (5.80mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/Photos/AVX%20Photos/Best%20Cap%20BZ%20Series%20-%20BZ02.JPG","478-6273-ND","BZ023A564ZAB","AVX Corporation","CAP 560MF -20% +80% 3.6V T/H",21,0,"37.51000",0,1,"Bulk","BestCap® BZ","560mF","-20%, +80%","3.6V","25 mOhm","1000 Hrs @ 70°C","-","Through Hole","BZ02, 4 Lead","-","1.890"" L x 1.181"" W (48.00mm x 30.00mm)","0.209"" (5.30mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/Photos/AVX%20Photos/Best%20Cap%20BZ%20Series%20-%20BZ02.JPG","478-6272-ND","BZ023A284ZAB","AVX Corporation","CAP 280MF -20% +80% 3.6V T/H",91,0,"27.59000",0,1,"Bulk","BestCap® BZ","280mF","-20%, +80%","3.6V","45 mOhm","1000 Hrs @ 70°C","-","Through Hole","BZ02, 4 Lead","-","1.890"" L x 1.181"" W (48.00mm x 30.00mm)","0.138"" (3.50mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ01CA223ZSB.jpg","478-6264-ND","BZ013A703ZSB","AVX Corporation","CAP 70MF -20% +80% 3.6V SMD",100,0,"12.60000",0,1,"Bulk","BestCap® BZ","70mF","-20%, +80%","3.6V","140 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","0.157"" (4.00mm)","-20°C ~ 70°C"
"http://www.cde.com/resources/catalogs/EDLR.pdf","http://media.digikey.com/Photos/Cornell%20Dubilier%20Photos/EDLRG105H3R6C.JPG","338-3475-ND","EDLRG105H3R6C","Cornell Dubilier Electronics (CDE)","CAP 1F -20% +80% 3.6V T/H",77,0,"5.25000",0,1,"Bulk","RG","1F","-20%, +80%","3.6V","20 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Radial, Can, Horizontal","0.787"" (20.00mm)","0.748"" Dia (19.00mm)","0.256"" (6.50mm)","-25°C ~ 85°C"
"http://www.cde.com/resources/catalogs/EDLR.pdf","http://media.digikey.com/Photos/Cornell%20Dubilier%20Photos/EDLRD224V3R6C.JPG","338-3476-ND","EDLRD224V3R6C","Cornell Dubilier Electronics (CDE)","CAP 220MF -20% +80% 3.6V T/H",179,0,"2.79000",0,1,"Bulk","RD","220mF","-20%, +80%","3.6V","50 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Radial, Can, Vertical","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","0.453"" (11.50mm)","-25°C ~ 85°C"
"http://media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1172-1-ND","DVS-3R6D473T-R5","Elna America","CAP 47MF 3.6V SURFACE MOUNT",222,0,"5.53000",0,1,"Cut Tape (CT)","DVS","47mF","-","3.6V","30 Ohm","-","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1170-6-ND","DVS-3R6D224T-R5","Elna America","CAP 220MF 3.6V SURFACE MOUNT",474,0,"Calculate",0,1,"Digi-Reel®","DVS","220mF","-","3.6V","30 Ohm","-","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1170-1-ND","DVS-3R6D224T-R5","Elna America","CAP 220MF 3.6V SURFACE MOUNT",474,0,"5.20000",0,1,"Cut Tape (CT)","DVS","220mF","-","3.6V","30 Ohm","-","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1170-2-ND","DVS-3R6D224T-R5","Elna America","CAP 220MF 3.6V SURFACE MOUNT",300,0,"2.36400",0,300,"Tape & Reel (TR)","DVS","220mF","-","3.6V","30 Ohm","-","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://www.avx.com/docs/catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ01CA223ZSB.jpg","478-3521-ND","BZ013B503ZSB","AVX Corporation","CAP 50MF -20% +80% 3.6V SMD",585,0,"9.68000",0,1,"Tray","BestCap® BZ","50mF","-20%, +80%","3.6V","100 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","0.126"" (3.20mm)","-20°C ~ 70°C"
"http://industrial.panasonic.com/lecs/www-data/pdf/ABC0000/ABC0000CE26.pdf","-","P17054-ND","EEC-RG0V155VN","Panasonic Electronic Components","CAP 1.5F 3.6V T/H",497,0,"4.93000",0,1,"Bulk","RG","1.5F","-20%, +80%","3.6V","20 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.748"" L x 0.217"" W (19.00mm x 5.50mm)","0.827"" (21.00mm)","-40°C ~ 85°C"
"http://industrial.panasonic.com/lecs/www-data/pdf/ABC0000/ABC0000CE26.pdf","-","P17053-ND","EEC-RG0V155HN","Panasonic Electronic Components","CAP 1.5F 3.6V T/H",500,0,"4.93000",0,1,"Bulk","RG","1.5F","-20%, +80%","3.6V","20 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Axial, Can - Horizontal","0.787"" (20.00mm)","0.748"" Dia (19.00mm)","0.256"" (6.50mm)","-40°C ~ 85°C"
"http://industrial.panasonic.com/lecs/www-data/pdf/ABC0000/ABC0000CE26.pdf","-","P17050-ND","EEC-RG0V105VN","Panasonic Electronic Components","CAP 1F 3.6V T/H",500,0,"4.70000",0,1,"Bulk","RG","1F","-20%, +80%","3.6V","20 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.748"" L x 0.217"" W (19.00mm x 5.50mm)","0.827"" (21.00mm)","-40°C ~ 85°C"
"http://industrial.panasonic.com/lecs/www-data/pdf/ABC0000/ABC0000CE26.pdf","-","P17049-ND","EEC-RG0V105HN","Panasonic Electronic Components","CAP 1F 3.6V T/H",500,0,"4.70000",0,1,"Bulk","RG","1F","-20%, +80%","3.6V","20 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Axial, Can - Horizontal","0.787"" (20.00mm)","0.748"" Dia (19.00mm)","0.256"" (6.50mm)","-40°C ~ 85°C"
"http://media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1171-6-ND","DVS-3R6D334T-R5","Elna America","CAP 330MF 3.6V SURFACE MOUNT",531,0,"Calculate",0,1,"Digi-Reel®","DVS","330mF","-","3.6V","30 Ohm","-","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1171-1-ND","DVS-3R6D334T-R5","Elna America","CAP 330MF 3.6V SURFACE MOUNT",531,0,"5.36000",0,1,"Cut Tape (CT)","DVS","330mF","-","3.6V","30 Ohm","-","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1171-2-ND","DVS-3R6D334T-R5","Elna America","CAP 330MF 3.6V SURFACE MOUNT",300,0,"2.43720",0,300,"Tape & Reel (TR)","DVS","330mF","-","3.6V","30 Ohm","-","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1169-6-ND","DVS-3R6D104T-R5","Elna America","CAP 100MF 3.6V SURFACE MOUNT",421,0,"Calculate",0,1,"Digi-Reel®","DVS","100mF","-","3.6V","30 Ohm","-","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1169-1-ND","DVS-3R6D104T-R5","Elna America","CAP 100MF 3.6V SURFACE MOUNT",421,0,"5.05000",0,1,"Cut Tape (CT)","DVS","100mF","-","3.6V","30 Ohm","-","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://media.digikey.com/PDF/Data%20Sheets/Elna%20America%20Inc/DVS%20Series.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVS%20SERIES.JPG","604-1169-2-ND","DVS-3R6D104T-R5","Elna America","CAP 100MF 3.6V SURFACE MOUNT",300,0,"2.29320",0,300,"Tape & Reel (TR)","DVS","100mF","-","3.6V","30 Ohm","-","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 85°C"
"http://industrial.panasonic.com/lecs/www-data/pdf/ABC0000/ABC0000CE26.pdf","-","P17048-ND","EEC-RG0V224VN","Panasonic Electronic Components","CAP .22F 3.6V T/H",3880,0,"2.08000",0,1,"Bulk","RG","220mF","-20%, +80%","3.6V","50 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.413"" L x 0.197"" W (10.50mm x 5.00mm)","0.453"" (11.50mm)","-40°C ~ 85°C"
"http://industrial.panasonic.com/lecs/www-data/pdf/ABC0000/ABC0000CE26.pdf","-","P17047-ND","EEC-RG0V224HN","Panasonic Electronic Components","CAP .22F 3.6V T/H",3930,0,"2.08000",0,1,"Bulk","RG","220mF","-20%, +80%","3.6V","50 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.413"" Dia (10.50mm)","0.238"" (6.00mm)","-40°C ~ 85°C"
"http://www.cde.com/resources/catalogs/EDLR.pdf","http://media.digikey.com/Photos/Cornell%20Dubilier%20Photos/EDLRD224H3R6C.JPG","338-3477-ND","EDLRD224H3R6C","Cornell Dubilier Electronics (CDE)","CAP 220MF -20% +80% 3.6V T/H",2090,0,"2.79000",0,1,"Bulk","RD","220mF","-20%, +80%","3.6V","50 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Radial, Can, Horizontal","0.394"" (10.00mm)","0.413"" Dia (10.50mm)","0.236"" (6.00mm)","-25°C ~ 85°C"
"http://www.cde.com/resources/catalogs/EDLR.pdf","http://media.digikey.com/Photos/Cornell%20Dubilier%20Photos/EDLRG105V3R6C.JPG","338-3474-ND","EDLRG105V3R6C","Cornell Dubilier Electronics (CDE)","CAP 1F -20% +80% 3.6V T/H",497,0,"5.25000",0,1,"Bulk","RG","1F","-20%, +80%","3.6V","20 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Radial, Can, Vertical","0.197"" (5.00mm)","0.748"" Dia (19.00mm)","0.827"" (21.00mm)","-25°C ~ 85°C"
"http://industrial.panasonic.com/lecs/www-data/pdf/ABC0000/ABC0000CE26.pdf","http://media.digikey.com/photos/Panasonic%20Photos/EEC-RG0V105V.JPG","P14155-ND","EEC-RG0V105V","Panasonic Electronic Components","CAP 1F -20% +80% 3.6V T/H",3911,0,"4.27000",0,1,"Bulk","RG","1F","-20%, +80%","3.6V","20 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.748"" Dia (19.00mm)","0.827"" (21.00mm)","-25°C ~ 85°C"
"http://industrial.panasonic.com/lecs/www-data/pdf/ABC0000/ABC0000CE26.pdf","http://media.digikey.com/photos/Panasonic%20Photos/EEC-RG0V105H.JPG","P14154-ND","EEC-RG0V105H","Panasonic Electronic Components","CAP 1F -20% +80% 3.6V T/H",7233,0,"4.18000",0,1,"Bulk","RG","1F","-20%, +80%","3.6V","20 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Axial, Can - Horizontal","0.787"" (20.00mm)","0.748"" Dia (19.00mm)","0.256"" (6.50mm)","-25°C ~ 85°C"
"http://industrial.panasonic.com/lecs/www-data/pdf/ABC0000/ABC0000CE26.pdf","http://media.digikey.com/Photos/Panasonic%20Photos/EEC-RG0V224H.jpg","P14880-ND","EEC-RG0V224H","Panasonic Electronic Components","CAP 220MF -20% +80% 3.6V T/H",2537,0,"1.86000",0,1,"Bulk","RG","220mF","-20%, +80%","3.6V","50 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.413"" Dia (10.50mm)","0.236"" (6.00mm)","-25°C ~ 85°C"
"-","http://media.digikey.com/Photos/Kemet%20Photos/FGH0V474ZF.jpg","399-10800-ND","FGH0V474ZF","Kemet","CAP 470MF -20% +80% 3.5V T/H",981,0,"2.75000",0,1,"Bulk","FGH","470mF","-20%, +80%","3.5V","25 Ohm @ 1kHz","-","-","Through Hole","Radial, Can","0.200"" (5.08mm)","0.512"" Dia (13.00mm)","0.295"" (7.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1165-6-ND","DSK-3R3H703T414-HLL","Elna America","CAP 70MF -20% +80% 3.3V SMD",2017,0,"Calculate",0,1,"Digi-Reel®","DSK","70mF","-20%, +80%","3.3V","100 Ohm","500 Hrs @ 70°C","-","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.067"" (1.71mm)","-10°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1165-1-ND","DSK-3R3H703T414-HLL","Elna America","CAP 70MF -20% +80% 3.3V SMD",2017,0,"2.29000",0,1,"Cut Tape (CT)","DSK","70mF","-20%, +80%","3.3V","100 Ohm","500 Hrs @ 70°C","-","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.067"" (1.71mm)","-10°C ~ 70°C"
"http://media.digikey.com/PDF/Data%20Sheets/Seiko%20Instruments%20PDFs/XH311HG_E.pdf","http://media.digikey.com/Photos/Seiko%20Instr%20Photos/XH3%20SERIES.JPG","728-1051-6-ND","XH311HG-IV07E","Seiko Instruments","CAP 20MF 3.3V SURFACE MOUNT",9338,0,"Calculate",0,1,"Digi-Reel®","XH-HG","20mF","-","3.3V","-","-","-","Surface Mount","Coin, Wide and Corner Terminals","-","0.150"" Dia (3.80mm)","0.043"" (1.10mm)","-20°C ~ 60°C"
"http://media.digikey.com/PDF/Data%20Sheets/Seiko%20Instruments%20PDFs/XH311HG_E.pdf","http://media.digikey.com/Photos/Seiko%20Instr%20Photos/XH3%20SERIES.JPG","728-1051-1-ND","XH311HG-IV07E","Seiko Instruments","CAP 20MF 3.3V SURFACE MOUNT",9338,0,"2.00000",0,1,"Cut Tape (CT)","XH-HG","20mF","-","3.3V","-","-","-","Surface Mount","Coin, Wide and Corner Terminals","-","0.150"" Dia (3.80mm)","0.043"" (1.10mm)","-20°C ~ 60°C"
"http://www.yuden.co.jp/productdata/catalog/en/capacitor01_e.pdf","http://media.digikey.com/Photos/Taiyo%20Yuden%20Photos/HR3-SERIES.jpg","587-2669-6-ND","PAS311HR-VG1","Taiyo Yuden","CAP 30MF 3.3V SURFACE MOUNT",5797,0,"Calculate",0,1,"Digi-Reel®","HR","30mF","-","3.3V","120 Ohm","-","-","Surface Mount","Coin, Wide and Corner Terminals","-","0.150"" Dia (3.80mm)","0.043"" (1.10mm)","-20°C ~ 60°C"
"http://www.yuden.co.jp/productdata/catalog/en/capacitor01_e.pdf","http://media.digikey.com/Photos/Taiyo%20Yuden%20Photos/HR3-SERIES.jpg","587-2669-1-ND","PAS311HR-VG1","Taiyo Yuden","CAP 30MF 3.3V SURFACE MOUNT",5797,0,"1.32000",0,1,"Cut Tape (CT)","HR","30mF","-","3.3V","120 Ohm","-","-","Surface Mount","Coin, Wide and Corner Terminals","-","0.150"" Dia (3.80mm)","0.043"" (1.10mm)","-20°C ~ 60°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dc_e.pdf","http://media.digikey.com/photos/Elna%20America%20Photos/DC-2R5E204T614-E.JPG","604-1078-ND","DCK-3R3E204T614-E","Elna America","CAP 200MF -20% +80% 3.3V SMD",2771,0,"1.57000",0,1,"Bulk","DCK","200mF","-20%, +80%","3.3V","200 Ohm @ 1kHz","1000 Hrs @ 60°C","-","Surface Mount","Coin, Thin Terminals - Same Sides","-","0.268"" Dia (6.80mm)","0.055"" (1.40mm)","-10°C ~ 60°C"
"http://media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DC_DCKe.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DCK-3R3E224U-E.JPG","604-1007-ND","DCK-3R3E224U-E","Elna America","CAP 220MF -20% +80% 3.3V SMD",3084,0,"1.41000",0,1,"Bulk","DCK","220mF","-20%, +80%","3.3V","200 Ohm @ 1kHz","1000 Hrs @ 60°C","-","Surface Mount","Coin, Wide Terminals - Same Sides","-","0.268"" Dia (6.80mm)","0.083"" (2.10mm)","-10°C ~ 60°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/ds_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1160-6-ND","DSK-3R3H334T-HL","Elna America","CAP 330MF -20% +80% 3.3V SMD",11725,0,"Calculate",0,1,"Digi-Reel®","DSK","330mF","-20%, +80%","3.3V","200 Ohm","500 Hrs @ 60°C","-","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.118"" (3.00mm)","-10°C ~ 60°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/ds_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1160-1-ND","DSK-3R3H334T-HL","Elna America","CAP 330MF -20% +80% 3.3V SMD",11725,0,"2.52000",0,1,"Cut Tape (CT)","DSK","330mF","-20%, +80%","3.3V","200 Ohm","500 Hrs @ 60°C","-","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.118"" (3.00mm)","-10°C ~ 60°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/ds_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1160-2-ND","DSK-3R3H334T-HL","Elna America","CAP 330MF -20% +80% 3.3V SMD",10500,0,"0.86016",0,1500,"Tape & Reel (TR)","DSK","330mF","-20%, +80%","3.3V","200 Ohm","500 Hrs @ 60°C","-","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.118"" (3.00mm)","-10°C ~ 60°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1148-6-ND","DSK-3R3H703T414-HRL","Elna America","CAP 70MF -20% +80% 3.3V SMD",8906,0,"Calculate",0,1,"Digi-Reel®","DSK","70mF","-20%, +80%","3.3V","100 Ohm","500 Hrs @ 70°C","-","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.085"" (2.16mm)","-10°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1148-1-ND","DSK-3R3H703T414-HRL","Elna America","CAP 70MF -20% +80% 3.3V SMD",8906,0,"2.29000",0,1,"Cut Tape (CT)","DSK","70mF","-20%, +80%","3.3V","100 Ohm","500 Hrs @ 70°C","-","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.085"" (2.16mm)","-10°C ~ 70°C"
