"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"http://www.maxwell.com/images/documents/datasheet_75v_module.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BMOD0094%20P075%20B02.JPG","1182-1033-ND","BMOD0094 P075 B02","Maxwell Technologies Inc","CAP 94F 75V CHASSIS MOUNT",2,0,"2,963.16000",0,1,"Bulk","-","94F","-","75V","13 mOhm","1500 Hrs @ 65°C","-","Chassis Mount","Module - Screw Terminals","-","20.276"" L x 10.354"" W (515.00mm x 263.00mm)","8.689"" (220.70mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/56vmodule_ds_1017119-3.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BMOD0130%20P056%20B03.jpg","1182-1032-ND","BMOD0130 P056 B03","Maxwell Technologies Inc","CAP 130F 56V CHASSIS MOUNT",47,0,"1,821.26000",0,1,"Bulk","-","130F","-","56V","8.1 mOhm","70080 Hrs @ 40°C","-","Chassis Mount","Module - Screw Terminals","-","26.890"" L x 6.968"" W (683.00mm x 177.00mm)","6.890"" (175.00mm)","-40°C ~ 40°C"
"http://www.maxwell.com/images/documents/hq_48v_ds10162013.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BMOD0083%20P048%20B01.jpg","1182-1030-ND","BMOD0083 P048 B01","Maxwell Technologies Inc","CAP 83F 48V CHASSIS MOUNT",10,0,"1,340.32000",0,1,"Bulk","-","83F","-","48V","10 mOhm","1500 Hrs @ 65°C","-","Chassis Mount","Module - Screw Terminals","-","16.457"" L x 7.520"" W (418.00mm x 191.00mm)","4.961"" (126.00mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/hq_48v_ds10162013.pdf","http://media.digikey.com/photos/Maxwell%20Technologies%20Photos/BMOD0165%20P048%20B09.jpg","1182-1036-ND","BMOD0165 P048 B09","Maxwell Technologies Inc","CAP 165F 48V CHASSIS MOUNT",3,0,"1,352.15000",0,1,"Box","-","165F","-","48V","6.3 mOhm","1500 Hrs @ 65°C","-","Chassis Mount","Module","-","16.386"" L x 7.484"" W (416.20mm x 190.10mm)","6.268"" (159.20mm)","-40°C ~ 65°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/bus-elx-ds-10105-xvm-module.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/MFG_XVM-16R2656-R.jpg","283-4464-ND","XVM-16R2656-R","Eaton Bussmann","CAP 65F 0% +20% 16.2V CHAS MNT",4,0,"165.00000",0,1,"Bulk","PowerStor® XVM","65F","0%, +20%","16.2V","22 mOhm","1500 Hrs @ 65°C","-","Chassis Mount","Module","0.847"" (21.50mm)","9.291"" L x 1.803"" W (236.00mm x 45.80mm)","3.051"" (77.50mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/datasheet_16v_module.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BMOD0500%20P016%20B.jpg","1182-1029-ND","BMOD0500 P016 B02","Maxwell Technologies Inc","CAP 500F 16V CHASSIS MOUNT",8,0,"560.20000",0,1,"Bulk","-","500F","-","16V","2.1 mOhm","1500 Hrs @ 65°C","-","Chassis Mount","Module - Screw Terminals","-","16.457"" L x 2.677"" W (418.00mm x 68.00mm)","7.047"" (179.00mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/datasheet_16v_module.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BMOD0500%20P016%20B.jpg","1182-1028-ND","BMOD0500 P016 B01","Maxwell Technologies Inc","CAP 500F 16V CHASSIS MOUNT",66,0,"567.11000",0,1,"Bulk","-","500F","-","16V","2.1 mOhm","1500 Hrs @ 65°C","-","Chassis Mount","Module - Screw Terminals","-","16.457"" L x 2.677"" W (418.00mm x 68.00mm)","7.047"" (179.00mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/datasheet_16v_small_cell_module.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BMOD0058%20E016%20B02.JPG","1182-1027-ND","BMOD0058 E016 B02","Maxwell Technologies Inc","CAP 58F 16V CHASSIS MOUNT",120,0,"143.24000",0,1,"Bulk","-","58F","-","16V","22 mOhm","1500 Hrs @ 65°C","-","Chassis Mount","Module - Screw Terminals","-","8.917"" L x 1.949"" W (226.50mm x 49.50mm)","3.012"" (76.50mm)","-40°C ~ 65°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/Photos/AVX%20Photos/Best%20Cap%20BZ%20Series%20-%20BZ02.JPG","478-6281-ND","BZ12GA124ZAB","AVX Corporation","CAP 120MF -20% +80% 16V T/H",124,0,"57.70000",0,1,"Bulk","BestCap® BZ","120mF","-20%, +80%","16V","160 mOhm","1000 Hrs @ 70°C","-","Through Hole","BZ12, 4 Lead","-","1.890"" L x 1.181"" W (48.00mm x 30.00mm)","0.358"" (9.10mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-6277-ND","BZ05FB682ZSB","AVX Corporation","CAP 6.8MF -20% +80% 15V SMD",75,0,"16.36000",0,1,"Bulk","BestCap® BZ","6.8mF","-20%, +80%","15V","500 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ05, 3 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","0.228"" (5.80mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ01CA223ZSB.jpg","478-6262-ND","BZ01CB153ZSB","AVX Corporation","CAP 15MF -20% +80% 12V SMD",360,0,"18.18000",0,1,"Bulk","BestCap® BZ","15mF","-20%, +80%","12V","350 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","0.252"" (6.40mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/Photos/AVX%20Photos/Best%20Cap%20BZ%20Series%20-%20BZ02.JPG","478-6271-ND","BZ02CA903ZAB","AVX Corporation","CAP 90MF -20% +80% 12V T/H",280,0,"45.79000",0,1,"Bulk","BestCap® BZ","90mF","-20%, +80%","12V","90 mOhm","1000 Hrs @ 70°C","-","Through Hole","BZ02, 4 Lead","-","1.890"" L x 1.181"" W (48.00mm x 30.00mm)","0.291"" (7.40mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ01CA223ZSB.jpg","478-3523-ND","BZ01CA223ZSB","AVX Corporation","CAP 22MF -20% +80% 12V SMD",289,0,"15.00000",0,1,"Tray","BestCap® BZ","22mF","-20%, +80%","12V","350 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","0.299"" (7.60mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-5410-ND","BZ05CA103ZSB","AVX Corporation","CAP 10MF -20% +80% 12V SMD",610,0,"12.00000",0,1,"Bulk","BestCap® BZ","10mF","-20%, +80%","12V","500 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ05, 3 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","0.256"" (6.50mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ01CA223ZSB.jpg","478-6269-ND","BZ019A333ZSB","AVX Corporation","CAP 33MF -20% +80% 9V SMD",41,0,"18.84000",0,1,"Bulk","BestCap® BZ","33mF","-20%, +80%","9V","250 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","0.236"" (6.00mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/Photos/AVX%20Photos/Best%20Cap%20BZ%20Series%20-%20BZ02.JPG","478-6276-ND","BZ029A124ZAB","AVX Corporation","CAP 120MF -20% +80% 9V T/H",132,0,"36.16000",0,1,"Bulk","BestCap® BZ","120mF","-20%, +80%","9V","70 mOhm","1000 Hrs @ 70°C","-","Through Hole","BZ02, 4 Lead","-","1.890"" L x 1.181"" W (48.00mm x 30.00mm)","0.228"" (5.80mm)","-20°C ~ 70°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ01CA223ZSB.jpg","478-6270-ND","BZ019B223ZSB","AVX Corporation","CAP 22MF -20% +80% 9V SMD",199,0,"15.16000",0,1,"Bulk","BestCap® BZ","22mF","-20%, +80%","9V","250 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","0.205"" (5.20mm)","-20°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dk_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DK13%20SERIES.JPG","604-1014-ND","DK-6R3D473T","Elna America","CAP 47MF -20% +80% 6.3V T/H",173,0,"2.89000",0,1,"Bulk","DK","47mF","-20%, +80%","6.3V","300 Ohm","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dk_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DK21%20SERIES.JPG","604-1018-ND","DK-6R3D105T","Elna America","CAP 1F -20% +80% 6.3V T/H",12639,0,"4.27000",0,1,"Bulk","DK","1F","-20%, +80%","6.3V","30 Ohm","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.374"" (9.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dk_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DK13%20SERIES.JPG","604-1015-ND","DK-6R3D104T","Elna America","CAP 100MF -20% +80% 6.3V T/H",1599,0,"2.53000",0,1,"Bulk","DK","100mF","-20%, +80%","6.3V","200 Ohm","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-25°C ~ 70°C"
"http://www.vishay.com/docs/28409/196hvc.pdf","http://media.digikey.com/Photos/Vishay%20BC%20Photos/MAL219691114E3.JPG","4704PHBK-ND","MAL219691114E3","Vishay BC Components","CAP 4F -20% +80% 5.6V T/H",73,0,"9.24000",0,1,"Tray","ENYCAP™ 196HVC","4F","-20%, +80%","5.6V","10 Ohm @ 1kHz","1000 Hrs @ 85°C","-","Through Hole","Coin, Stacked Horizontal","0.394"" (10.00mm)","0.394"" L x 0.276"" W (10.00mm x 7.00mm)","0.276"" (7.00mm)","-20°C ~ 70°C"
"http://www.vishay.com/docs/28409/196hvc.pdf","http://media.digikey.com/Photos/Vishay%20BC%20Photos/MAL219691214E3.JPG","4706PHBK-ND","MAL219691214E3","Vishay BC Components","CAP 15F -20% +80% 5.6V T/H",93,0,"8.93000",0,1,"Tray","ENYCAP™ 196HVC","15F","-20%, +80%","5.6V","2.4 Ohm @ 1kHz","1000 Hrs @ 85°C","-","Through Hole","Radial, Can, Horizontal","0.197"" (5.00mm)","0.472"" Dia x 0.394"" L (12.00mm x 10.00mm)","-","-20°C ~ 85°C"
"http://www.vishay.com/docs/28409/196hvc.pdf","http://media.digikey.com/Photos/Vishay%20BC%20Photos/MAL219691204E3.JPG","4705PHBK-ND","MAL219691204E3","Vishay BC Components","CAP 15F -20% +80% 5.6V T/H",35,0,"8.93000",0,1,"Tray","ENYCAP™ 196HVC","15F","-20%, +80%","5.6V","2.4 Ohm @ 1kHz","1000 Hrs @ 85°C","-","Through Hole","Coin, Stacked Vertical","0.492"" (12.50mm)","0.472"" Dia (12.00mm)","0.394"" (10.00mm)","-20°C ~ 85°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/photos/AVX%20Photos/BZ01CA223ZSB.jpg","478-6267-ND","BZ015B303ZSB","AVX Corporation","CAP 30MF -20% +80% 5.5V SMD",5,0,"13.30000",0,1,"Bulk","BestCap® BZ","30mF","-20%, +80%","5.5V","160 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","0.150"" (3.80mm)","-20°C ~ 70°C"
"http://www.nec-tokin.com/english/product/pdf_dl/supercapacitors.pdf","http://media.digikey.com/Photos/Kemet%20Photos/FYD0H225ZF.jpg","399-10816-ND","FYD0H225ZF","Kemet","CAP 2.2F -20% +80% 5.5V T/H",7,0,"8.00000",0,1,"Bulk","FYD","2.2F","-20%, +80%","5.5V","35 Ohm @ 1kHz","-","-","Through Hole","Radial, Can","0.400"" (10.16mm)","1.122"" Dia (28.50mm)","0.866"" (22.00mm)","-25°C ~ 70°C"
"http://www.kemet.com/docfinder?Partnumber=FS0H474ZF","http://media.digikey.com/photos/Kemet%20Photos/FS0H474ZF.JPG","399-10802-ND","FS0H474ZF","Kemet","CAP 470MF -20% +80% 5.5V T/H",14,0,"4.15000",0,1,"Bulk","FS","470mF","-20%, +80%","5.5V","13 Ohm @ 1kHz","-","-","Through Hole","Radial, Can","0.300"" (7.62mm)","0.846"" Dia (21.50mm)","0.512"" (13.00mm)","-25°C ~ 70°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4327_KR_Series.pdf","http://media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5V334-R.jpg","283-2813-ND","KR-5R5V224-R","Eaton Bussmann","CAP 220MF -20% +80% 5.5V T/H",1,0,"1.70000",0,1,"Bulk","PowerStor® KR","220mF","-20%, +80%","5.5V","75 Ohm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.492"" (12.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dvl_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVL%20SERIES.JPG","604-1161-6-ND","DVL-5R5D104T-R5","Elna America","CAP 100MF 5.5V SURFACE MOUNT",75,0,"Calculate",0,1,"Digi-Reel®","DVL","100mF","-20%, +80%","5.5V","45 Ohm","1000 Hrs @ 85°C","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.413"" (10.50mm)","-40°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dvl_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DVL%20SERIES.JPG","604-1161-1-ND","DVL-5R5D104T-R5","Elna America","CAP 100MF 5.5V SURFACE MOUNT",75,0,"10.75000",0,1,"Cut Tape (CT)","DVL","100mF","-20%, +80%","5.5V","45 Ohm","1000 Hrs @ 85°C","-","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.413"" (10.50mm)","-40°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dxj_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DXJV%20SERIES.JPG","604-1088-ND","DXJ-5R5V104U","Elna America","CAP 100MF -20% +80% 5.5V T/H",94,0,"2.14000",0,1,"Bulk","DXJ","100mF","-20%, +80%","5.5V","150 Ohm","1000 Hrs @ 85°C","-","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.531"" (13.50mm)","-10°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dxj_e.pdf","http://media.digikey.com/photos/Elna%20America%20Photos/DXJ-5R5H334U.JPG","604-1079-ND","DXJ-5R5H473U","Elna America","CAP 47MF -20% +80% 5.5V T/H",156,0,"2.14000",0,1,"Bulk","DXJ","47mF","-20%, +80%","5.5V","200 Ohm","1000 Hrs @ 85°C","-","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.217"" (5.50mm)","-10°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/new/pdf/dhl_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DHL-5R5D104T.jpg","604-1156-ND","DHL-5R5D104T","Elna America","CAP 100MF -20% +80% 5.5V T/H",53,0,"4.80000",0,1,"Bulk","DHL","100mF","-20%, +80%","5.5V","40 Ohm","1000 Hrs @ 85°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-40°C ~ 85°C"
"http://www.avx.com/docs/Catalogs/bestcap.pdf","http://media.digikey.com/Photos/AVX%20Photos/Best%20Cap%20BZ%20Series%20-%20BZ02.JPG","478-6275-ND","BZ025A404ZAB","AVX Corporation","CAP 400MF -20% +80% 5.5V T/H",63,0,"45.32000",0,1,"Bulk","BestCap® BZ","400mF","-20%, +80%","5.5V","35 mOhm","1000 Hrs @ 70°C","-","Through Hole","BZ02, 4 Lead","-","1.890"" L x 1.181"" W (48.00mm x 30.00mm)","0.264"" (6.70mm)","-20°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dbn_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DBN-5R5D224T.jpg","604-1153-ND","DBN-5R5D224T","Elna America","CAP 220MF -20% +80% 5.5V T/H",160,0,"2.62000",0,1,"Bulk","DBN","220mF","-20%, +80%","5.5V","25 Ohm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.295"" (7.50mm)","-25°C ~ 70°C"
"http://www.cde.com/resources/catalogs/EDL.pdf","http://media.digikey.com/Photos/Cornell%20Dubilier%20Photos/EDLNF224A5R5C.JPG","338-3564-ND","EDLNF224A5R5C","Cornell Dubilier Electronics (CDE)","CAP 220MF 5.5V THROUGH HOLE",837,1800,"2.38000",0,1,"Bulk","NF","220mF","-","5.5V","75 Ohm @ 1kHz","1000 Hrs @ 85°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.295"" (7.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dxj_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DXJV%20SERIES.JPG","604-1089-ND","DXJ-5R5V224U","Elna America","CAP 220MF -20% +80% 5.5V T/H",395,0,"2.14000",0,1,"Bulk","DXJ","220mF","-20%, +80%","5.5V","150 Ohm","1000 Hrs @ 85°C","-","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.531"" (13.50mm)","-10°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DXH%20SERIES.JPG","604-1021-ND","DX-5R5H473U","Elna America","CAP 47MF -20% +80% 5.5V T/H",473,0,"1.94000",0,1,"Bulk","DX","47mF","-20%, +80%","5.5V","120 Ohm","1000 Hrs @ 70°C","-","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"http://www.cde.com/resources/catalogs/EDLR.pdf","http://media.digikey.com/Photos/Panasonic%20Photos/EEC-RF0H684.JPG","338-3472-ND","EDLRF684B5R5C","Cornell Dubilier Electronics (CDE)","CAP 680MF -20% +80% 5.5V T/H",94,0,"7.00000",0,1,"Bulk","RF","680mF","-20%, +80%","5.5V","20 Ohm @ 1kHz","2000 Hrs @ 85°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.374"" (9.50mm)","-25°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dh_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DH13%20SERIES.JPG","604-1009-ND","DH-5R5D104T","Elna America","CAP 100MF -20% +80% 5.5V T/H",153,0,"2.53000",0,1,"Bulk","DH","100mF","-20%, +80%","5.5V","200 Ohm","1000 Hrs @ 85°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-25°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dbj_e.pdf","http://media.digikey.com/photos/Elna%20America%20Photos/DBJ-5R5D224T.JPG","604-1072-ND","DBJ-5R5D104T","Elna America","CAP 100MF -20% +80% 5.5V T/H",869,0,"2.41000",0,1,"Bulk","DBJ","100mF","-20%, +80%","5.5V","150 Ohm @ 1kHz","1000 Hrs @ 85°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.295"" (7.50mm)","-10°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dxj_e.pdf","http://media.digikey.com/photos/Elna%20America%20Photos/DXJ-5R5H334U.JPG","604-1080-ND","DXJ-5R5H104U","Elna America","CAP 100MF -20% +80% 5.5V T/H",496,0,"2.11000",0,1,"Bulk","DXJ","100mF","-20%, +80%","5.5V","150 Ohm","1000 Hrs @ 85°C","-","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.217"" (5.50mm)","-10°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DX-5R5V334U.JPG","604-1029-ND","DX-5R5V473U","Elna America","CAP 47MF -20% +80% 5.5V T/H",617,0,"2.00000",0,1,"Bulk","DX","47mF","-20%, +80%","5.5V","120 Ohm","1000 Hrs @ 70°C","-","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.531"" (13.50mm)","-25°C ~ 70°C"
"http://www.avx.com/docs/catalogs/bestcap.pdf","http://media.digikey.com/Photos/AVX%20Photos/Best%20Cap%20BZ%20Series%20-%20BZ02.JPG","478-3524-ND","BZ025A404ZLB","AVX Corporation","CAP 400MF -20% +80% 5.5V SMD",92,0,"29.26000",0,1,"Tray","BestCap® BZ","400mF","-20%, +80%","5.5V","35 mOhm","1000 Hrs @ 70°C","-","Surface Mount","BZ02, 4 Lead","-","1.890"" L x 1.181"" W (48.00mm x 30.00mm)","0.272"" (6.90mm)","-20°C ~ 70°C"
"http://www.cde.com/resources/catalogs/EDL.pdf","http://media.digikey.com/Photos/Cornell%20Dubilier%20Photos/EDLSGxxxH5R5C.jpg","338-3570-ND","EDLSG155H5R5C","Cornell Dubilier Electronics (CDE)","CAP 1.5F 5.5V THROUGH HOLE",51,0,"4.40000",0,1,"Bulk","SG","1.5F","-","5.5V","30 Ohm @ 1kHz","1000 Hrs @ 85°C","-","Through Hole","Axial, Can - Horizontal","0.787"" (20.00mm)","0.787"" Dia (20.00mm)","0.256"" (6.50mm)","-25°C ~ 70°C"
"http://www.nec-tokin.com/english/product/pdf_dl/supercapacitors.pdf","http://media.digikey.com/Photos/Kemet%20Photos/FYD0H105ZF.jpg","399-10811-ND","FYD0H105ZF","Kemet","CAP 1F -20% +80% 5.5V T/H",52,0,"4.31000",0,1,"Bulk","FYD","1F","-20%, +80%","5.5V","35 Ohm @ 1kHz","-","-","Through Hole","Radial, Can","0.300"" (7.62mm)","0.846"" Dia (21.50mm)","0.630"" (16.00mm)","-25°C ~ 70°C"
"http://www.cde.com/resources/catalogs/EDL.pdf","http://media.digikey.com/Photos/Cornell%20Dubilier%20Photos/EDLSGxxxH5R5C.jpg","338-3568-ND","EDLSG105H5R5C","Cornell Dubilier Electronics (CDE)","CAP 1F 5.5V THROUGH HOLE",56,700,"3.83000",0,1,"Bulk","SG","1F","-","5.5V","30 Ohm @ 1kHz","1000 Hrs @ 85°C","-","Through Hole","Axial, Can - Horizontal","0.787"" (20.00mm)","0.787"" Dia (20.00mm)","0.256"" (6.50mm)","-25°C ~ 70°C"
"http://www.kemet.com/docfinder?Partnumber=FCS0H104ZFTBR24","http://media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG","399-10940-6-ND","FCS0H104ZFTBR24","Kemet","CAP 100MF -20% +80% 5.5V SMD",756,0,"Calculate",0,1,"Digi-Reel®","FC","100mF","-20%, +80%","5.5V","50 Ohm @ 1kHz","-","-","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"http://www.kemet.com/docfinder?Partnumber=FCS0H104ZFTBR24","http://media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG","399-10940-1-ND","FCS0H104ZFTBR24","Kemet","CAP 100MF -20% +80% 5.5V SMD",756,0,"3.76000",0,1,"Cut Tape (CT)","FC","100mF","-20%, +80%","5.5V","50 Ohm @ 1kHz","-","-","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dbn_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DB21%20SERIES.JPG","604-1002-ND","DB-5R5D474T","Elna America","CAP 470MF -20% +80% 5.5V T/H",85,0,"3.60000",0,1,"Bulk","DB","470mF","-20%, +80%","5.5V","30 Ohm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.315"" (8.00mm)","-25°C ~ 70°C"
"http://www.kemet.com/docfinder?Partnumber=FG0H474ZF","http://media.digikey.com/Photos/Kemet%20Photos/FG0H474ZF.jpg","399-10801-ND","FG0H474ZF","Kemet","CAP 470MF -20% +80% 5.5V T/H",62,0,"3.09000",0,1,"Bulk","FG","470mF","-20%, +80%","5.5V","120 Ohm @ 1kHz","-","-","Through Hole","Radial, Can","0.200"" (5.08mm)","0.571"" Dia (14.50mm)","0.709"" (18.00mm)","-25°C ~ 70°C"
"http://www.kemet.com/docfinder?Partnumber=FR0H473ZF","http://media.digikey.com/Photos/Kemet%20Photos/FR0H473ZF.jpg","399-10799-ND","FR0H473ZF","Kemet","CAP 47MF -20% +80% 5.5V T/H",678,0,"2.82000",0,1,"Bulk","FR","47mF","-20%, +80%","5.5V","110 Ohm @ 1kHz","-","-","Through Hole","Radial, Can","0.300"" (7.62mm)","0.846"" Dia (21.50mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"http://www.nec-tokin.com/english/product/pdf_dl/supercapacitors.pdf","http://media.digikey.com/Photos/Kemet%20Photos/FYD0H473ZF.JPG","399-10791-ND","FYD0H473ZF","Kemet","CAP 47MF -20% +80% 5.5V T/H",759,0,"2.67000",0,1,"Bulk","FYD","47mF","-20%, +80%","5.5V","220 Ohm @ 1kHz","-","-","Through Hole","Radial, Can","0.200"" (5.08mm)","0.453"" Dia (11.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
